Zmienna;Typ informacji;Jednostka terytorialna;PKD - koniunktura gospodarcza (całość);Szereg czasowy;Wartość;Flaga
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M09;-17,9;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M10;-20,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M11;-15,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M12;-19,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M01;1,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M02;-0,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M03;-3,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M04;-2,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M05;-0,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M06;0,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M07;-0,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M08;-0,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M09;-1,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M10;-2,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M11;-2,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2022 M12;-3,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M01;-10,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M02;-7,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M03;-13,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M04;-7,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M05;-5,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M06;-6,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M07;-8,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M08;-8,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M09;-9,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M10;-11,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M11;-9,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2022 M12;-11,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M01;-23,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M02;-14,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M03;-7,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M04;-9,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M05;2,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M06;3,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M07;-2,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M08;-1,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M09;-4,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M10;-3,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M11;-7,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M12;-12,7;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M01;-4,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M02;-5,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M03;-5,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M04;-6,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M05;-2,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M06;-2,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M07;1,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M08;0,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M09;2,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M10;1,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M11;0,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2021 M12;0,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M01;-13,9;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M02;-10,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M03;-6,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M04;-8,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M05;-0,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M06;0,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M07;-0,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M08;-0,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M09;-1,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M10;-1,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M11;-3,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2021 M12;-6,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M01;-9,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M02;-7,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M03;-9,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M04;-68,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M05;-52,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M06;-23,1;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M07;-8,9;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M08;-11,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M09;-8,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M10;-14,5;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M11;-40,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M12;-25,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M01;9,2;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M02;5,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M03;3,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M04;-30,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M05;-34,7;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M06;-27,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M07;-15,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M08;-8,2;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M09;-5,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M10;-5,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M11;-12,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2020 M12;-13,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M01;-0,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M02;-0,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M03;-3,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M04;-49,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M05;-43,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M06;-25,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M07;-12,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M08;-9,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M09;-6,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M10;-9,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M11;-26,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2020 M12;-19,1;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M01;-7,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M02;-2,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M03;4,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M04;5,9;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M05;2,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M06;2,1;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M07;-1,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M08;1,1;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M09;1,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M10;1,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M11;2,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M12;-3,2;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M01;11,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M02;8,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M03;5,7;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M04;6,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M05;7,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M06;7,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M07;6,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M08;6,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M09;5,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M10;4,2;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M11;4,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2019 M12;4,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M01;1,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M02;3,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M03;5,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M04;6,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M05;4,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M06;4,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M07;2,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M08;3,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M09;3,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M10;2,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M11;3,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2019 M12;0,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M01;2,1;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M02;5,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M03;10,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M04;9,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M05;8,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M06;5,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M07;5,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M08;8,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M09;10,9;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M10;13,5;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M11;12,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M12;7,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M01;20,7;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M02;17,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M03;15,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M04;17,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M05;15,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M06;13,7;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M07;15,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M08;13,0;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M09;13,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M10;13,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M11;13,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2018 M12;12,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M01;11,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M02;11,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M03;12,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M04;13,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M05;12,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M06;9,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M07;10,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M08;10,7;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M09;12,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M10;13,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M11;13,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2018 M12;10,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M01;-2,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M02;0,4;(nd)
